rating,title,text,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase
1.0,Un-wearable,"These earrings would be beautiful, however the back of them is designed in a way that makes them un-wearable. The spoke is so large around, anyone with a normal piercing cannot wear it. It also has a back that literally screws on and is is so small and delicate it's near impossible to get back on once you take it off out of of the packaging. And again, because the spoke is so large around, a normal earring back does not work, so no easy substitution option. Very disappointing.",B01AK4CM6K,B01AK4CM6K,AEKDVTOSM3A65TINRQUECRT2NSDA,1469560831000,1,True
5.0,comfortable and fast shipping,"Exactly as described, comfortable and fast shipping!",B00O6D3T00,B0BX7F4ZGR,AF3KWFPBFGHJZHCODOHBIC5DDFUQ,1521768921475,0,True
5.0,It was shipped quickly and packaging was good. The quality is very good,I bought this as a Christmas gift. It was shipped quickly and packaging was good. The quality is very good. Sizing seemed as expected.,B00I4741T2,B00I4741T2,AGNJMN67ALBNOD2DLZW5CL63OGKQ,1451188242000,0,True
3.0,They are very pretty. I just didn't like how one of the ...,They are very pretty. I just didn't like how one of the earrings were thicker than the other so I have to stretch out my ear hole a bit to wear them.,B00INMN2AM,B00INMN2AM,AEBK4Y4MMBRW4OH5H77JZWZV5K3A,1454768499000,0,False
4.0,Missing but replaced,Have not received yet. Items went missing however kpopshop were courtesy to answer all emails in regards to this situation and offered to replace items.,B00E0O9SM8,B00E0O9SM8,AFOUL367MUGUYUK2LBWEPM3CLVEQ,1400025366000,0,True
3.0,Tight and Bulky,"The thong part is too tight and digs into the skin.  I like the cotton but its too thick and takes up too much space, making the shoe feel tighter.",B06VXNY2SC,B06VXNY2SC,AEM2MYPPTAGXOLOCONF2JCUJFEEQ,1495168051000,3,True
1.0,Broken,The metal is not attached to the leather. Missing screws. Needed to be returned twice because of same issues,B07QKNWHVB,B07QKNWHVB,AGBWBE7YNZ33A6AJHCV53OS7CPDA,1570020902347,0,True
5.0,Absolutely cute,"This wallet has all the right amount of geeky and cute in one wallet. It has enough space of all my cards, cash, and checkbook. You should get it for the gamer in your life.",B004IKK5YY,B004IKK5YY,AE6J5OKTJJH6JM54MXNCAT5N4VDQ,1334713166000,1,True
5.0,... see through but I expected that since it’s whote super comfortable and cute with jeans,It’s a bit see through but I expected that since it’s whote super comfortable and cute with jeans,B072QTC4N7,B072QTC4N7,AFNCBPAEFKJTC2GQ6A77PQNATZ6Q,1511645983646,2,True
5.0,Five Stars,"Perfect! Fast shipping, perfect packaging and I received a gift 🤩🤩 thank you 😍😍",B076MRCRZC,B076MRCRZC,AF53QWHT4UDO3YAGXTTLPNUM6ZWA,1525360658157,0,True
5.0,SUPER,True to photo.<br />SUPER CUTE,B00C5TV8XC,B00C5TV8XC,AFKPNYVXRGQFZTC6TBS5KXM2P2BQ,1492055796000,0,True
1.0,Cute but didnt last 1 day,Front toe has detached on first day,B00WIRH1FU,B00WIRH1FU,AHYTISKAW76KGHNZAFNMFFCQKGVA,1465263707000,0,False
1.0,Nope,"I have had this for a week and it still smells so bizarre I can use it. Comes folded you have to stuff it for awhile so it takes shape. One side has a projection that I think is supposed to look like a face, but it's odd looking",B0725BFMTV,B0725BFMTV,AH2YEBNQDDMYYH652LREX7LNP6BQ,1507356290117,0,True
5.0,perfect,Front pockets. Warm. Soft. They are a perfect lounging pant,B07W8MXKLT,B07W8MXKLT,AFILXZ4LVK7DRLQ2NEQX2W6MQOMQ,1605185495144,0,True
4.0,Not too shabby,"Good watch, just a bit too small for mens wrist",B07BQXXNQY,B09TXZHKLG,AH2A6YLZTHLB4VQMGG35FYJ5DCHQ,1600689840728,0,True
5.0,Great watch with an even greater color.,"Love this thing. It’s exactly what you’d expect, it’s a Casio watch.  The green is a nice change and definitely a fine accent piece to an outfit.",B07BQXXNQY,B09TXZHKLG,AEXHGNKSME44IHZ346Z6SK3DW6VQ,1576524780581,0,True
5.0,Five Stars,I love it wish there was more colors,B012FIVMMO,B012FIVMU6,AG2RP2L7L7CKIAVRAROXHJ3BRKIA,1486825928000,0,True
4.0,Bigger Chest? Not right for you,"The chest area is very tight, even with the Ds I have. I got the 3X and it does not fit right, but it is so cute, I still wear it",B01K6OS2HW,B01K6OS2HW,AGLVQRQBQ2DJV7Z2XNHD5YGGHEEQ,1579642618591,0,True
4.0,Proper fit,The dress was just what I expected,B01CGBPO4W,B07CQ84KLT,AGXNJWWX654DINOYS6SE4LV2KI5A,1629644464176,0,True
2.0,Does not work as intended,It does not stay on your face.  It falls to your neck.,B09WKQ2P8Z,B09WKQ2P8Z,AEXF2EUPKTLFXJWSSKPUJ33SRYXQ,1667051818226,0,True
5.0,On the Nose,"I wear this everyday and it's perfect. Perfect size of pendant that doesn't discolor from use and a nice length of chain - just long enough to tuck in should I wish, exactly what I was looking for. As for shipping, it wasn't just on time, it was more than a week early.<br />5/5 recommend and while I don't believe I'll ever need a replacement - if it happens I ever do, I will be getting it from this same seller.",B07FPTPC9Q,B07FPTPC9Q,AF5E465TOCQGJSGABPGJ5YN7ED5A,1616398015884,0,True
2.0,Two Stars,"The bag is cute, but I received the wrong color 😩",B06XWL86LC,B06XWL86LC,AFMIQTCYFAODT26WN77YVKRXCIOQ,1499323986578,0,True
1.0,I gave it to my girlfriend for Christmas and it ...,I gave it to my girlfriend for Christmas and it just fell off today (5 days). Wire link failed. Having a jeweler look at it.,B071R2B3YD,B071R2B3YD,AFEDLX7KAXKFTWR6JMJKBHUQK6NA,1514654790527,0,True
1.0,Not nice to wear at all,Very big and clunky on the wrist. Was uncomfortable to wear,B07W729TV5,B07W729TV5,AF2DMV2QCXRGY5CX5QTO54BVLDBQ,1579618545450,0,False
3.0,Returning- not worth the money,"This isn't worth more than $10<br /><br />Buttons are non-functional, just sewn on the fabric without the holes.<br /><br />This is a cropped length. Lifting arms WILL expose your entire stomach.<br /><br />No stretch. This may be an issue considering you can't button it. You have to wrestle this on and off your head.",B09BPW9YTY,B09BPW9YTY,AGZLDVLDIU6ZPXQ6HOVCWDYJXXVA,1633470611705,0,True
5.0,Good fabric,This hat is cute.Good fabric,B0798QLPYQ,B0798QLPYQ,AGCCJT7QBYKYBGASQ2UBY6BDK43A,1558703226931,0,True
4.0,Four Stars,Very sturdy,B01ETKGLGS,B01ETKGLGS,AFDIXY6PFW3G3WIH4TUPW3JXKPKQ,1505261849413,0,True
5.0,I love these.,"I love these. I’ve bought two so far. The clasp on the first one was stiff and broke after months, but I never contacted the seller about it or anything. The second was perfect. I love getting random inside references on necklaces saying whatever nonsense I want. I think they’re cool. Very sturdy and got complemented several times.",B07BXSZ6V5,B07BXZ1JSH,AFIL3QADQY2V3GMGNKZFEWVGRYXA,1643480004705,0,True
5.0,Five Stars,A,B00IXMCUVY,B07S2CB827,AGQHLFCAM5NXJQVZNYP4K5JDRPZQ,1456368354000,0,True
5.0,I love this mickey sun hat,"I love this mickey sun hat. It’s adorable and protective for my son to wear, while the polka dot design makes it still adorable to look at. I have purchased other baby sun hats on Amazon before and they have let me down quality and durability wise. This baby sun hat have surpassed my expectations and I am thoroughly impressed with it. It is very durable, but still soft unlike the other baby sun hats I have purchased on Amazon before. Making this an amazing find! I will be purchasing more in the future! I recommend this mickey sun hat to all my friends and swear by them!",B01DXSL8M4,B01DXSL8M4,AHAPJH2K47BGRQRIJKE3J4VU3N4Q,1472069590000,0,False
1.0,Gloves,Runs very small.,B07ZYL5PW8,B07ZYL5PW8,AEMWGN7TIVI5J5JPZFZOABOR4DZQ,1616023404324,0,True
5.0,Good fit,Nice design super comfortabke,B0876FKJX6,B0876FKJX6,AG7445T366SBYQV6NRQVDWJHZOFQ,1614630732566,0,True
5.0,Five Stars,gorgeous!!,B07795PSDD,B07795PSDD,AG5CZ5PRFFWGGC6JO3DVYLP2ZW2A,1521645935582,1,True
5.0,Nice pendant trays,Nice quality.  Good value,B089Y2QQWH,B089Y2QQWH,AEVVSKRXIBEHY2OW7JY5K4T6JDQA,1608126232738,0,True
2.0,Two Stars,Material is not what I expected even though I did keep it.  Haven't worn yet.,B01D39LC06,B01D39LC06,AHP33LOWVSCWHZWQDBZGFJWA6K7A,1495569255000,0,True
2.0,Get what you pay for,You definitely get what you pay for...broke after about 10 days of using it. I still use the bottom clip but the chain is cheap.,B07KG7316H,B07KG7316H,AFVMWFGBUMALKFLQAIDQPKFES5DQ,1555502173668,1,True
2.0,Pretty but not for me,"I like the top, not so much the shorts but it would fit better on a skinny person.",B0793NTVF9,B0793NTVF9,AEYIWYOX7J2QVKGQZ4JJIE5DXOJQ,1543348049880,0,True
5.0,Cool in the shade,Stylish and practical,B07CNZF256,B07CNZF256,AGVLBQPHEHCUBLYEWZLLPH4T6KDA,1540680364559,0,True
3.0,Com of,Damage,B08LMGXYZ8,B0BXZNMS93,AHJA7WCJE7J4B7PARMDJYHQ33BRQ,1652462593402,0,True
1.0,A/C is included with this product,Really like the look and feel of the product. Unfortunately within the first hour of wearing the it the stitches in the underarm came loose to create a lovely hole. Not a real good look at work!<br /><br />By end of day it completely ripped down from the armpit to waist. It’s found a home in the trash immediately when arriving home.,B07YRQQBYR,B07YRQQBYR,AGEFQZ3WVRLAXONAPOPPPWB2TXWQ,1579694156874,0,True
3.0,PJ shorts,I normally wear XL but ordered XXL to be comfortable. Even at that size they are very tight on the waist,B00BJOEQOW,B00BJOEQOW,AGURH4AYTDWGIMQCGUBPM77YCVBA,1468949787000,0,True
5.0,A hit with my daughter.,My daughter loved these earrings.,B00OFQ9VIM,B00OFQ9VIM,AF57AQQTB76AC43FN2H7H2KLM3LQ,1468621735000,0,True
5.0,n/a,No complaints.,B01GFUSBAO,B01GFUSBAO,AFHEOYHVJMOI2BX4VOR6SQ4NTUBA,1482452147000,0,True
4.0,Great length and fit,"Hmm. So I received a size Medium...i guess i accidentally ordered that size or i had a reason at the time (don't remember). Nevertheless, IT FITS...and a bit looser than i'd like. I normally wear a L and XL and this fits me like an XL. The fabric is loose (not big). It comes down right above my belly button which i think is where it's supposed to. I wanted something more form fitting (maybe with a bit more spandex) to keep the girls in place..i have found that when i sleep it slides up and i'm exposed if you know what i mean. Overall, i like the shirts and can be worn in many different ways.",B08GK52DP2,B08GK52DP2,AEQBY3ECQAWOSNSMORR2YS6USWCQ,1606163700459,1,False
1.0,"Cheaply made, disappointing, splurge on something better","I should have read the reviews before purchasing. My son wanted this for Christmas. I was disappointed upon opening the box. It is very cheap looking, think worse than dollar store, at least at the dollar store it is a dollar.",B00SJP3KOG,B00SJP3KOG,AHE6VCAROB35IAHWCOB5CJXPYNNQ,1576423460118,0,True
5.0,Comfrt,Washes well great comfort!,B08HTZLMRZ,B08HTZLMRZ,AFIFMFKIX2ZHZ6VQ2KWR7Z7GQWCQ,1611610111281,0,True
5.0,Good quality happy with it,Its everything I wanted,B08MV7KM8G,B09QHQTX3H,AECO7PWZV5WADMQGHGZ5T2VE2TLQ,1643933822613,0,True
4.0,Ladies Skorts,"Had ordered a Medium and the short legs ride up on me, so I ordered a large and the legs still ride up on me just not as bad.  Also, don't like that you must lift up the skirt part so high to get to the cell phone pocket, wished they had pockets on the outside.  I am an older woman and just don't like this fetcher.",B095HRLKVW,B08GKKVMG9,AENSZRVXQQ62LZDLVZSHEFIUCHPA,1659040118119,1,True
2.0,Nice quality but not as shown.,It's nice quality but I'm a bit disappointed as the badge is misplaced on it. Not in the same place as the picture. Thought it was defective so I returned the first purchase and ordered a second when they became available again. The whole process took 2 weeks. Second is the same issue as the first.,B01M3O956F,B01M3O956F,AHNFFO47NWUTXIYD527NRP2PN7WQ,1484694511000,0,True
1.0,no fabric care instructions,"For the price, this dress was looking really good. But, after reading other's reviews, I was concerned about the skirt riding up and making the skirt overlay look awkward. Also, there were no fabric care instructions, which just really irritated me. Especially after trying it on and my hands turning black from the dye. ugh.",B077MTQPY1,B077MTQPY1,AGEVWWDNS2S5SV3LKZMLAL6L54OA,1516064260118,0,True
1.0,"The lace is not sown down, its floppy. VERY poorly made. See video","[[VIDEOID:dc289f1bf14d9ed6c8c139456b849868]] The lace is not sown down, its floppy. VERY poorly made. See video",B07F756RRP,B07F756RRP,AFQVA3WPQFQPKZRS3JENTUT45RHA,1552052288687,123,True
5.0,Five Stars,Great for putting in relaxers,B001MP7HYE,B001MP7HYE,AEHK5E57RNEUXR3K7AOAIKQLRQXQ,1508158545632,2,True
5.0,Five Stars,14&#34; Fits my 12 year old perfect!,B06XWST9FC,B06XWST9FC,AGJCRN7BLMGJG4QGW7LJRCIV7VYA,1502649535066,1,True
2.0,These are very pretty. The reason for 2 stars,"These are very pretty.  The reason for 2 stars.  I wore them once, took them out at the end of the day to discover one of the crystals (the whole round blue ) was gone.  Very disappointed.",B01HP48QEA,B01HP48QEA,AGUYQTCS5YWWLNQKTHPYJPP3ILSQ,1480528103000,0,True
5.0,Its working/enjoying it,I got this for my husband and he likes it. At first it was difficult to figure out. But once you loose both ends and then reattach them back the right way your good to go.  The camera do swing when your walking so make sure you hold the camera.,B07V72XTBM,B07V72XTBM,AHAVD7X3JKAYLLJKT3EIPFNLAPOA,1578275536140,0,True
4.0,Looks great but is flimsy,"So this was almost exactly what I wanted! I think the product looks really good, but the material is soft, bendable, and foamy. Because of that cheap material, I definitely don't think it was worth $30. I had a gift card which is the only reason I paid that much for it 😅  I'm wearing this once for Halloween, so it serves it's purpose perfectly for me. If you're planning to wear this on several occasions, I'm not sure I would recommend it because I think wear and tear would be an issue for sure. Definitely keep it in a safe place because I think it could be easily destroyed or smushed especially by a  kid or a pet!",B09B73RYRG,B09936XKMK,AEVS566S7BSKOQLZC3EUHELA3N3A,1631467940113,4,True
5.0,great utility bag. its huge,better than advertised,B0829RR3HV,B0829RR3HV,AEGB5F5OYU56M7ZIOVTXGV4LUMJQ,1608590432956,0,True
5.0,Five Stars,Thanks!,B00XF597QU,B00XF597QU,AFLNCN5VVNF3SCZWZ4MMYU3G2YWA,1526172015421,0,True
5.0,Perfect!,"Perfect and comfortable! However, my watch is not a Samsung, its a Yamay. The retractable latch that comes with the bands are a tab bit short so I just used the latch from my original band. Thats why (in the pic) you can see some of the latch. But I'm 100 percent satisfied 😊",B0922LJT7B,B0922LJT7B,AFIWDJJEURDXUW3VVGZDE2STQNBA,1644437429677,0,True
4.0,Stays creased,Wondrous creation. I worn it inside out  during a sunny crafts fair. Then I wore it flip in and it kept my hair and shoulders dry when it rained.  The creases do not come out though still recommend it to women comfortable with themselves  Thank u,B07NZDHNY2,B07NZDHNY2,AEOZVZH2BTYO7J6NEDYAWY6APG3Q,1561097810640,3,True
1.0,Cheap material,Terrible material! Felt like paper. Returned. Do not purchase.,B08RJ6555M,B08RJ6555M,AHQUOM2TYSWWTWJIQXLM2BSO5FUQ,1623339871160,0,True
3.0,Too small,Small,B00T5ZMGX0,B00T5ZMGX0,AEKJQPBXLGAHA5OUIFGAK3LMIB7A,1482464240000,0,True
5.0,Five Stars,Very Happy With My Purchase!!!!,B00Q9N1AVU,B00Q9N1AVU,AF7TCPWIL5TF4PU2HMAWXDBIQ4UA,1427133330000,0,True
3.0,Real but not as described,The charm doesn't have the detail or stamp thats shown on the picture provided on the website. I looked up a test to validate the authenticity of the metal and the charm seem to pass the ice cube test. So by the test standards the sterling silver is real.,B01G6FNQIU,B01G6FNQIU,AHUSVB4J4J3NFU2VPTR5KFOPYPIQ,1493601219000,0,True
2.0,"Not very great, sharp edges",Basically it's 2 pieces of carbon fiber held together with a rubber band. The edges are sharp on the carbon fiber. I used it for 10 mins then hucked it,B01GVS0MH0,B01GVS0MH0,AGN4S2OGLZFSSYOVMGVB6AGFHMNA,1494344144000,0,False
5.0,Ladies earrings,my wife loves them,B07F2N4CNH,B07F2N4CNH,AEZ7UENNLNBS4ZAO3HJLLSNDBOBQ,1562371493837,2,True
5.0,"good looking, thin",Updated: 7/7/2017:<br />I liked this watch when I got it and gave a favorable review. I had a problem with the latch releasing so I sent an email to the seller. He sent me a replacement right away. This latch is much better so I think they have made the necessary adjustments. Great watch for a great price and a very responsive seller.,B01G00ZGH0,B01G00ZGH0,AGTEDJAGWWXQ32QKMSA7SYZUTYUQ,1491051958000,0,True
3.0,High waist,Did not fit as expected.,B07V7591CP,B07V7591CP,AGEE2PUVGBZ6J6MCUJNRMKNXQ33A,1584804901407,0,True
3.0,Run Small,They run small so tight over nose. Makes them uncomfortable.,B08C2F2S79,B08C2F2S79,AHFRBN2GUN6WIAHDVTXFCV736HYQ,1617840574063,0,True
1.0,Not practical for my jewelry,Only good for thin chains and tiny pendant,B001TJZJU2,B01M1HOUC2,AF2UEEL6LTRVD27XEBTPPSXZY3JQ,1554259480678,0,True
5.0,Great,Look great easy to snap into existing glasses,B00TOVD71U,B00TOVD71U,AE724AI7ZK5ZSD3CIG4MHW7NYVWQ,1569205400417,0,True
1.0,One Star,"Poor quality tights, gave them away",B00IDHG3NK,B07GKLQ5KV,AGCCVFO24DWGF67MYXECN2DBLHQA,1512187997183,0,True
5.0,So Cute & Comfortable!,"This mask is Great! It has its nose gaurd seen inside the Mask. This makes it easier to mold to your own face. Very comfortable & thick, but easy to breathe.",B0861ZBKF6,B0861ZBKF6,AHM7WM7SBOKIMYYQIR35DDHW5U3Q,1606684667549,0,True
5.0,Beautiful bracelet,The bracelet is beautiful.  It was a gift for my daughter.  She love it and wears it everyday.,B01DEFEBEI,B01DEFEBEI,AGB6R4JWB2UJREEX56EMAU5FOOSA,1509650440144,1,True
5.0,it was just too comfortable. If you're a woman with double D's,"When I first put it on, it was just too comfortable. If you're a woman with double D's, like me -- then you know exactly what I mean. In order to get &#34;no bounce,&#34; we are pretty much used to a tightness that hurts. I immediately wished I hadn't pulled the tags off so quickly.  But I went out for a four-mile run, and that thing worked! The bonus came when I finished and I didn't run to the bathroom to take it off.  For me, it fits true to fit. I purchased the DD size. I also enjoy the colors, and the price is very reasonable. I've paid more than three times this amount for other running bras that also doubled as torture devices. Try this one!",B00O7MS14Y,B00O7MS14Y,AFV4CJHQP62XVF2H5WN34KZJZP2A,1490209420000,16,True
4.0,Not a gift for a graduate but PERFECT for costumes,"Not a good enough quality to be given as a gift to someone who has graduated from a medical program, but it is PERFECT for costumes and party props. Sturdy and will hold up, just with minor imperfections that speaks to its price point.",B09ZP6PZBY,B09ZP9Y9Z7,AGTT76S7OYZARV73L5BOCOU2AMWQ,1658411747057,0,True
5.0,Love The Nana Charm,"I bought this for a co-worker who's grandchildren call her Nana. She loved this very much. And, I enjoyed watching her open this up.",B00H9UFH4S,B00H9UFH4S,AG3QBJZHEVJWJ5BLLGXXZ22GZLOA,1398548949000,0,True
2.0,No,El delantal es muy transparente entiendo q el precio es bajo pero había comprado baratos y la tela era mucho mejor . Pero estos son muy baja calidad,B09SKVQWZJ,B09SKVQWZJ,AFP3RST77UNU57PDDBHVZVMF24GQ,1665913514311,0,True
5.0,Awesome,Great gifts,B07GPXZWCQ,B07GPXZWCQ,AH46DAZMBVC7PGNQB6YMUVH3QSZQ,1580587708599,0,True
5.0,Excellent,"Excellent quality. I am just so sad they are sold out, if I knew the quality would have been that good I would have sure ordered multiple.",B09P517PHX,B09P517PHX,AFPJQLJC3CSGDKRSRHMUBEYGSZ5A,1642555830530,0,True
5.0,Satin headbands,I love them,B08J6QNQMW,B08J6QNQMW,AEINIU37O5ISIXEB3ZCGZAOGDTAQ,1613358048593,1,True
2.0,Poorly made,I haven't even had these shoes 1 year and rain water is getting inside. I spent good money for these shoes. I'm not happy.,B072C3HLZ7,B072C3HLZ7,AEJTB7JN6TTL7KMV2ENLCREMVZ5Q,1580335009247,0,True
5.0,iPhone 4 case,I love the case it's better than I expected its sturdy and very durable and it even has it's own screen protector.,B008BW16HU,B008BW16HU,AEDVQH2NHXERDN2WMVFWSUHL7DZQ,1396529552000,0,True
5.0,Five Stars,"Very good quality, fits very comfortably. Highly recommend!",B00IOCMQ6W,B00RJUFZ8Q,AFLJLH5XERMSWY5MBKNCGZJSCNIA,1440512661000,0,True
2.0,Gold turned quickly,"Given the price I didn’t expect it to be great, but it was cute to wear a few times.<br />The gold turned after a few wears.",B08DNRLMV8,B08DNRLMV8,AF6J4N3W3PSUS5HW7Y6CSLVRQZYA,1623869861780,0,True
1.0,One Star,"Terrible, don’t waste your money. I just used 1time because it broke.",B074M1GBWB,B074M1GBWB,AEOA5VPPRXVVYCKPABYC7J4N2FKQ,1521517546285,1,True
4.0,Nice,"It was real nice and my sister loved it, the only thing not too cool is the material. Besides it, everything is nice.",B08N6KJ8X5,B08N6KJ8X5,AGD2JUBKGXAPMI7FE3UFRW6MJ35Q,1625520360009,0,False
5.0,Awesome,So beautiful! Great quality. I love them.,B07B4R1KG6,B07B4R1KG6,AFWQLYYN53MYQNUU2Q6BAQUPX74A,1547265192686,0,True
5.0,Five Stars,its a pretty light cardigan,B074QM9SRD,B074QM9SRD,AHZM7FCG6QFZCLATN4RMQLL6BW6Q,1535584963848,0,True
1.0,Diapers,They look like diapers on my face. I thought I was getting the fleece ones,B08CD3LDY6,B08CD3LDY6,AEXNHU6MHPGYXP3CQJPINZLJAVLA,1613401865326,0,True
5.0,Cute,Love it super cute!!!,B01DN4MSDG,B01DN4MQ1A,AGWEPDYY6JSTI2Q3LWHQBW22R4UQ,1532578336663,0,True
4.0,Four Stars,Great bag for travelling,B01AV640WQ,B01AV640WQ,AE2SDKLTUMLP6EDCEFG23AWHVVEA,1487107670000,0,True
5.0,It is the perfect length and the top fits my flat chest well,"This dress is so lovely! I'm 5'3&#34;, 113 pounds and I got the XS. It is the perfect length and the top fits my flat chest well. My only minor issue is the sash under the bust is snug across my ribs but I've had four kids so maybe that's to blame! The zipper in the back goes all the way below the waist so that makes getting the dress on and off really easy. I'm really happy with this purchase.",B01EJ8NLK4,B01EJ8NLK4,AERAGPJCZPOKV2K6MI6ZOTZGU4DQ,1465775506000,20,True
1.0,Not at all like advertising photo,"Looks cheap, stitching sloppy, not at all ombré colored as stock photo, strings for hoodie are cheap and poorly constructed.",B08J7JRLX3,B08J7JRLX3,AGGYK5Q4Q5TEGMU4YBBCAY4EVBFQ,1605574955612,1,True
5.0,Five Stars,It is exactly what I wanted. Well made. Real leather. Two sections. Heavy zipper.,B01I9ECSIK,B01I9ECSIK,AGI3VGRJ26CBEYMMXXSLXX3AD24Q,1523216728618,0,True
1.0,poorly designed,poles broke immediately. piece of junk.,B07114VK48,B07114VK48,AF5R3YUTVNUIK7YHJZRIQYTRVLHA,1506390336899,4,True
4.0,Muy buen producto,Excelente producto,B07H2F7BCP,B07H2F7BCP,AGNJ3CWQWAV2Z3NUKVYPQXJRO4IA,1544447530738,2,True
5.0,works well,Works well.  I use it for jewelry and watches,B000FIS5U4,B084RYPGXN,AFJWT4OB7WYC7B7MIAIGWZGGMJBQ,1420753367000,0,True
2.0,Cut very short otherwise would have been nice but I can’t wear it it’s not no comfortable ...,"Cut very short otherwise would have been nice but I can’t wear it it’s not no comfortable it’s almost like a crop top, not a long fit like shown",B00SSPFWDY,B00SSPFWDY,AGZGWQBVHNVVK6H3QIMLIY4OB22A,1512331193786,0,True
5.0,Comfortable fit,"I love the Hawaiian patterns. They are a comfortable fit, breathable material. The size is for a larger individual.",B08CMD7C5T,B08CMD7C5T,AEZ3UB4VPKGZADYCG2XXK5MQVXZA,1640229099054,0,True
5.0,Nice Tank top,This is a nice looking tank top. I purchased this to wear it for memorial day and during July 4th. It matches well with my blue skirt. I got the white tank top and it looks exactly like the one in picture. The material is soft and made of cotton.The fit is perfect.I am happy with my purchase. I recommend this top!!,B07QN2JJ71,B07QN2JJ71,AHAVOCUAF5MPSDEFFE3RDZYUXRDQ,1559495769076,2,True
4.0,Four Stars,Beautiful pendant.,B0192HC46E,B0192HC46E,AFOCIAIQS4TDH5XRNVNM77QYE62Q,1503177371762,1,True
5.0,Beautiful dress. Well made with quality material,"Beautiful dress. Well made with quality material.  The color is beautiful too... we ordered a M but it is was too large,  a small fitted perfectly. Overnight shipping is the best.",B0186R883E,B0186R883E,AFJYH4VFNAKBIEYSRI6YFJGHFHAA,1521119648809,1,True
5.0,Comfy/outdoor/indoor/water/beach/pool,"I wear these for my house an extra pair the color was perfect in my choice, cannot complain with the size i choose its perfectly fit.<br />so far doesn't slip when you wear very comfortable i like it has the unique design and texture on your feet kinda feel a little massage o it.<br />love wearing it.",B09XX7TH6V,B09XX7TH6V,AGSNYD5FO2OHZFBOEMGBLGT4SQLQ,1656129794050,0,True
5.0,Peace y'all! ❤,Love this! I have chubby fingers and it's hard to find rings. Excited to find this!,B016TPBKB2,B016TPBKB2,AEHI62YWZ5JPYNB7XX6TKEGFFA4A,1482253413000,0,True
2.0,"so the “shoulder”/ top part is perfect, but if I raise my arms up","The first color of this bathing suit fit so well I decided to purchase two more colors in the same size- the bottoms fit perfectly, however the tops are way too loose to wear. It’s as if the bottom part of it does t have elastic, so the “shoulder”/ top part is perfect, but if I raise my arms up, I’m completely exposed. This is definitely a hit or miss.",B06XT3P3RF,B06XT3P3RF,AH5AA5MB4NBQEO3AQXWUTTTDODUA,1530378527151,0,True
1.0,Shrinks…a lot,"Loved this top when it came in, but after a couple washes it shrunk in the length so much I cannot wear it.",B08D79RL75,B08D79RL75,AF6QYQ62QLL33JVAAHL4PJX2546Q,1670206106831,0,True
1.0,Broke after 3 weeks,"Loved this, but it broke after a few weeks.",B01E82GMWK,B01E82GMWK,AE7YST7BT5IAOXAWOYZF7KP4SKEQ,1591576587149,0,True
5.0,Happy with the purchase,It's everything I was hoping and expecting it to look like under a sweater.,B07GFYWXLY,B07GFK48DD,AHHCVTCD2ZUOW6F5OER4MRK2LZGQ,1609990335671,0,True
2.0,Mismatched,Sadly the hearts are not matching as seen in Picture. They should update photo so you know what you’re getting.,B07YJW12YL,B07YJW12YL,AFZOEGYYG4OZ27PMKGHGHVJHHC5Q,1580174963739,1,False
5.0,Classic Look,Very flattering. Fits nicely. Can dress up or down. Quite comfortable. If you want roomier fit go up a size.,B07VPDBDJV,B07VPDBDJV,AFICAWVBRSAR2Q2SQMNDJPMT3RNQ,1574665370136,1,True
5.0,Juniors Classic Denim Shorts,"Super cute. Size chart is accurate. Wash in cold water on gentle cycle and line dry. They are a bit short, but they definitely show off your legs esp. if you wear a kitten heal.",B01H2SKSTK,B01H2SKSTK,AHALZKFFDS766OR64Z6EHGT52ZNQ,1490093425000,2,True
4.0,Good quality,"Ordered a size up and it was still almost to small. Looks just as pictured, Nice feeling fabric. Bright colors on the imaging.",B08LDMYH6P,B08LDMYH6P,AHSJTSHZOCS6KE7SBZCWUGDGYPOQ,1612750694775,0,False
4.0,The ring really looks better than I imagine,"The ring really looks better than I imagine. The design is really great looking to have come from such an inexpensive ring. At the end of the day, I would buy this ring again.",B01CI44NFI,B01CI44NFI,AG2QLZKJOJBFYMT3W7XZN6FZRDFQ,1530917556867,0,True
5.0,Adjustable to most heads,This hat looks nice and is well constructed. A good buy.,B07TKCLSRC,B07TKCLSRC,AEDGR4FT6I2I23HXMUULHCJRSBUQ,1596476985555,0,True
5.0,"it was so beautiful, and the item is just like the picture ...","it was so beautiful, and the item is just like the picture that the seller put on. it have the most amazing colour that i had ever see",B0030Z4O5Y,B0030Z4O5Y,AGNLTC3OF3KEOJF44V4MFOZ77ALA,1424902828000,0,True
5.0,Great purchase!,"Fits great, and the material is so soft and comfy! Buying it again in all the other colors!",B076WZ271V,B076WZ271V,AEPSMAO3WFBFNL277K7C3GN4XCLQ,1544884985474,0,False
5.0,This is a very attractive hat - very dapper looking.,"The weave is very good for keeping the sun off my husband's head.  We bought a x-large and its just a tad too tight, but he will keep wearing it.",B07QQ487PX,B07QQ487PX,AFEZFYHMSO5RYF3QJWZPYGJEIHRQ,1564945189049,0,True
